Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2puxOJQk78PKnWa0fcr3iz,"Affamé #8 - Hayati","Affamé - Saison 2","Zamdane",2021-06-02,158896,41,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-24T14:07:58Z,"rap français","Black Palladium Music / Bendo Music / Capitol",0.697,0.587,6,-6.896,0,0.0639,0.756,0,0.244,0.707,133.071,4
spotify:track:4AGxTigtrKhNFIK1ZEdhNm,"Triste mais elle aime ça (Affamé #16)","Triste mais elle aime ça (Affamé #16)","Zamdane",2023-03-07,186920,45,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-24T14:08:27Z,"rap français","Affamés Records / Bendo Music / Capitol",0.661,0.28,11,-12.758,0,0.04,0.768,0,0.122,0.374,97.053,4
spotify:track:7rO0JMFQtmsyZxlqH5g9ET,"Vide quand t'es pas là","Couleur de ma peine","Zamdane",2022-02-24,182506,49,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-24T14:08:47Z,"rap français","Black Palladium Music / Bendo Music / Capitol",0.661,0.666,10,-5.932,0,0.0277,0.457,0,0.13,0.381,92.475,4
spotify:track:656vbT8JKkVx7g1yG12L89,"Avec Toi","OMEGA","OBOY",2019-07-12,193813,66,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-25T20:46:54Z,"rap français,pop urbaine","SYNDICATE RECORDS",0.549,0.841,10,-5.76,0,0.346,0.0774,0,0.217,0.332,109.762,5
spotify:track:4aASUSerAcis9yTbBvuxKh,"No Life","Perdu d'avance","Orelsan",2009-02-16,250532,36,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-25T20:50:47Z,"rap français","7TH Magnitude / Strong Ninja",0.391,0.645,11,-8.599,0,0.298,0.0829,0,0.109,0.339,93.024,5
spotify:track:636IblATY3dzi04EouoUVn,"Vent de l'est",".RAW-Z","Laylow",2018-12-07,145238,15,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:12:23Z,"rap français,rap marocain","Digital Mundo",0.864,0.574,11,-8.524,0,0.106,0.369,0,0.109,0.353,116.974,4
spotify:track:6UeG6DogntZ1s89ejurXhT,"Egérie","Feu","Nekfeu",2015-06-08,210453,64,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:12:28Z,"rap français","Universal Music Division Carthage Music",0.835,0.727,1,-6.821,1,0.0626,0.476,0,0.115,0.533,117.965,4
spotify:track:0cf1gWT1VpWrxxgjjIiH4V,"Tout s'en va","Etoile Noire","Luv Resval",2021-06-04,197373,56,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:12:48Z,"rap français","AWA",0.761,0.649,1,-6.037,1,0.0352,0.441,0.0000739,0.102,0.231,140.071,4
spotify:track:1OiRfikDzsqgU5oreSXl6R,"Le cœur des filles","Rédemption","A2h",2020-10-23,219557,61,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:13:39Z,"rap français","Palace Prod",0.383,0.299,11,-15.639,1,0.0362,0.208,0.809,0.342,0.269,67.948,4
spotify:track:5PgQSe98Sk8NuNx6quc11J,"Samo Era","SAMO.","404Billy",2025-01-10,32658,19,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.621,0.615,6,-6.224,0,0.269,0.748,0,0.11,0.248,79.826,4
spotify:track:2pNwG0IpKqZGcptZAmI5db,"U. Paix & Amour","SAMO.","404Billy",2025-01-10,161986,29,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.435,0.919,2,-3.496,1,0.394,0.237,0,0.799,0.613,151.956,4
spotify:track:3oofL0vvswrYaOF33nktYM,"N. B1jam1","SAMO.","404Billy",2025-01-10,177265,27,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.667,0.891,2,-4.431,1,0.392,0.0664,0,0.457,0.588,78.923,4
spotify:track:1Yyy45XHs7VGpSepl3pE2Z,"D. Extremist","SAMO.","404Billy",2025-01-10,136376,27,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.581,0.707,0,-6.025,0,0.153,0.67,0,0.136,0.583,95.7,4
spotify:track:5XPy0302DgnFQf3JDcLc6Z,"E. Musique Noire","SAMO.","404Billy",2025-01-10,158859,31,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.549,0.552,7,-6.718,1,0.332,0.161,0,0.0663,0.894,78.326,4
spotify:track:4SK32RWQGUmZLM2KW05Dhx,"R. JeanJass Speech","SAMO.","404Billy",2025-01-10,34592,20,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.533,0.764,6,-5.389,0,0.421,0.243,0,0.112,0.583,78.999,4
spotify:track:6oCv4WGRUbB22bNGdOIVOa,"G. Cracovie","SAMO.","404Billy",2025-01-10,226051,29,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.536,0.857,7,-4.166,1,0.451,0.086,0,0.245,0.482,72.891,4
spotify:track:7MpAjLD8Ik7BKnGrmryjhd,"R. Monsieur X","SAMO.","404Billy",2025-01-10,162755,25,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.564,0.73,1,-5.902,1,0.771,0.763,0,0.108,0.407,79.006,4
spotify:track:5Kk8WNTVRyrYJzsMlNXS60,"O. Arthur Morgan","SAMO.","404Billy",2025-01-10,151505,26,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.408,0.673,4,-6.183,0,0.173,0.233,0,0.106,0.365,77.172,4
spotify:track:3d930GQJHSxPIKTIft9dge,"U. Petit Billy","SAMO.","404Billy",2025-01-10,168027,25,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.574,0.785,1,-4.254,1,0.396,0.0154,0,0.0924,0.386,145.947,4
spotify:track:33wwd9bESSYhP5Juw9iwbz,"N. Leviathan","SAMO.","404Billy",2025-01-10,164338,26,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.698,0.848,1,-3.849,1,0.388,0.388,0,0.13,0.709,149.882,4
spotify:track:5J4l7g9GVSHRSpiNvNYpnf,"D. Occidental Psycho","SAMO.","404Billy",2025-01-10,179187,23,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.46,0.872,8,-4.075,1,0.345,0.296,0.0000454,0.142,0.0873,79.581,4
spotify:track:5HYGcZ45MIFObIvUyyDa8y,"K. Crenshaw","SAMO.","404Billy",2025-01-10,243173,25,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.618,0.915,11,-4.044,0,0.227,0.35,0,0.0808,0.535,145.928,4
spotify:track:4ssB32UUkZV4WNkI7tVwR3,"I. Haussmanien","SAMO.","404Billy",2025-01-10,203009,22,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.612,0.877,11,-3.953,0,0.409,0.26,0,0.346,0.792,151.671,4
spotify:track:1zcZH9elcDbxRAVRanPKrO,"N. Boogeyman","SAMO.","404Billy",2025-01-10,152385,23,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.356,0.915,2,-4.794,0,0.578,0.45,0,0.292,0.519,68.129,4
spotify:track:6G2SGFvRkZJPJnP1P8zChr,"G. Don King","SAMO.","404Billy",2025-01-10,215416,25,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:17:41Z,"rap français","Kidvillain Industry",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4
spotify:track:2Fxmhks0bxGSBdJ92vM42m,"bad guy","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","Billie Eilish",2019-03-29,194087,82,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:18:05Z,"","Darkroom/Interscope Records",0.684,0.856,6,-2.676,1,0.0411,0.342,0.00728,0.109,0.343,117.027,4
spotify:track:1xLs8Mu1QEVbGCpyHQ2r2U,"Why","What Could Possibly Go Wrong","Dominic Fike",2020-07-31,139906,67,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:19:20Z,"","Columbia",0.8,0.545,1,-7.002,0,0.127,0.00373,0.000511,0.0445,0.291,119.959,4
spotify:track:5AGQSF0ytihJyt96K5vW9d,"Heartbeat","Camp","Childish Gambino",2011-11-15,269840,82,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:19:34Z,"","Glassnote - VMG",0.543,0.674,1,-7.038,0,0.083,0.00654,0.000094,0.221,0.129,102.891,4
spotify:track:7ghKr0pCYyPPyp7t1FH8k4,"Les","Camp","Childish Gambino",2011-11-15,317293,84,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:19:42Z,"","Glassnote - VMG",0.774,0.571,0,-7.797,0,0.233,0.322,0,0.11,0.348,133.927,4
spotify:track:20Ja3Eb5AOT5IzSbdXzrqY,"DEAGLE POURPRE","DOPPELGÄNGER","Zeu;Epektase;Pandrezz;j'san",2024-11-15,158122,28,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:19:57Z,"rap français,drill,lo-fi hip-hop,lo-fi,lo-fi beats","YOUTH RUTHLESS",0.581,0.63,5,-6.205,1,0.437,0.0814,0,0.134,0.441,174.103,4
spotify:track:5Im724DObvd36CBnkuxh6l,"DOPPELGÄNGER","DOPPELGÄNGER","Zeu;Epektase;Pandrezz;j'san",2024-11-15,133658,27,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:20:03Z,"rap français,drill,lo-fi hip-hop,lo-fi,lo-fi beats","YOUTH RUTHLESS",0.812,0.571,3,-6.437,0,0.313,0.244,0,0.114,0.535,130.072,4
spotify:track:4NbEDKbTPhBCJKqT74drXT,"BEHERIT","DOPPELGÄNGER","Zeu;Epektase;Pandrezz;j'san",2024-11-15,156953,30,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:20:10Z,"rap français,drill,lo-fi hip-hop,lo-fi,lo-fi beats","YOUTH RUTHLESS",0.884,0.539,1,-6.389,0,0.208,0.239,0,0.0805,0.776,85.008,4
spotify:track:3f9Mzvd3URfbbIJBX4pz9Z,"Phone Numbers","Phone Numbers","Dominic Fike;Kenny Beats",2019-07-04,146826,70,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:20:18Z,"","Columbia",0.549,0.331,1,-9.17,0,0.0522,0.648,0.02,0.123,0.0985,127.711,4
spotify:track:2FZ1AAsXouaO7rlfjC9HW6,"Tout va bien","Tout va bien","Dalí",2024-11-08,138706,38,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:20:36Z,"rap français","Zabeth",0.804,0.574,8,-8.189,1,0.238,0.0486,0,0.144,0.678,96.044,4
spotify:track:5rhwgQSglUardhzznwgHTw,"CERCLE FERMÉ - SOS FREESTYLE","CERCLE FERMÉ - SOS FREESTYLE","Selug;$enar",2024-06-12,114645,0,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:20:44Z,"rap français,new wave","System Override Sound",0.699,0.576,6,-8.496,0,0.202,0.492,0,0.0814,0.263,100.02,4
spotify:track:5XmkmoC3ATmhFEq49LI2Wi,"Judas","Judas","Luv Resval",2019-10-11,120666,35,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:20:58Z,"rap français","AWA",0.476,0.161,8,-11.665,0,0.0407,0.967,0.0381,0.109,0.0908,119.614,4
spotify:track:1PDP7mLiAMwhfmgIwzhOm2,"Yebba’s Heartbreak","Certified Lover Boy","Drake;Yebba",2021-09-03,133762,79,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:21:21Z,"rap","OVO",0.797,0.571,10,-9.732,1,0.517,0.218,0.00208,0.145,0.818,144.056,4
spotify:track:55iofhgDUt3PDZadpqbHAE,"Keke","140 BPM 2","Hamza",2021-02-05,180524,40,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:21:36Z,"rap français,pop urbaine,r&b français","Rec. 118",0.816,0.774,11,-6.029,0,0.2,0.29,0.0000636,0.286,0.905,142.924,4
spotify:track:498r9PrHugZ58ibX9x5tKn,"Bernard Tapie","Bernard Tapie","Zola",2018-06-15,152213,35,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:21:49Z,"rap français,r&b français","AWA",0.69,0.639,5,-8.305,0,0.261,0.126,0.0000558,0.104,0.324,94.678,4
spotify:track:3OerEPHm7JgljwP0ZqO6mh,"VIVEMENT","VIVEMENT","NeS",2024-10-03,190000,21,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:22:19Z,"rap français,new wave","Ninefour/SEEINGSOUNDS",0.634,0.54,8,-7.002,1,0.0777,0.0223,0,0.302,0.543,143.968,4
spotify:track:57NsyEzmk0NT3NcOwuQT55,"witchblades","CASTLES II","Lil Peep;Lil Tracy",2017-02-07,149360,73,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:22:24Z,"rap emo,cloud rap","Death Note Music, LLC",0.434,0.586,9,-7.612,1,0.138,0.753,0.0144,0.146,0.239,78.259,4
spotify:track:6koKhrBBcExADvWuOgceNZ,"Open Arms (feat. Travis Scott)","SOS","SZA;Travis Scott",2022-12-08,239613,79,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:23:01Z,"r&b,rap","Top Dawg Entertainment/RCA Records",0.614,0.519,1,-10.253,1,0.632,0.634,0,0.106,0.502,98.076,1
spotify:track:4QZGqHDN2r6qE3BfjdRbtw,"Starting Block","Logique, Pt. 2","Limsa d'Aulnay;ISHA",2020-12-04,213714,41,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:23:11Z,"rap français","Logique Reccords",0.633,0.657,1,-7.661,0,0.047,0.709,0,0.111,0.205,145.979,4
spotify:track:4XJz43Yc6UKNUny3oeJU6L,"DOUTE (feat. Zamdane)","DOUTE (feat. Zamdane)","Manal;Zamdane",2024-09-19,184573,25,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:23:22Z,"pop marocaine,rap marocain,hip-hop arabe,raï,rap français","Bench & Guess Entertainment",0.873,0.709,7,-6.771,0,0.0499,0.135,0.00000553,0.0666,0.867,110.05,4
spotify:track:7mwY024vRgKwW3VDx3FKFx,"Instinct Animal","Instinct Animal","Folie's",2024-08-28,181974,54,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:23:38Z,"rap français","Azur1848",0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4
spotify:track:2Y0iGXY6m6immVb2ktbseM,"Little Dark Age","Little Dark Age","MGMT",2018-02-09,299960,78,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:23:47Z,"indie","Columbia",0.492,0.617,6,-7.679,1,0.301,0.338,0,0.165,0.569,142.175,4
spotify:track:4ob78hzrSMamCka00c5ua8,"Pilotes (feat. Zamdane)","Pilotes (feat. Zamdane)","Guy2Bezbar;Zamdane",2024-07-18,180800,28,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:23:55Z,"rap français,pop urbaine","Blue Magic Corp",0.541,0.382,7,-14.323,1,0.035,0.0215,0.000836,0.304,0.343,155.901,4
spotify:track:5PjdC2gMATetx5xdnwGUu7,"i wanna be your girlfriend","i wanna be your girlfriend","girl in red",2018-03-02,204990,74,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:24:08Z,"bedroom pop","world in red",0.578,0.509,2,-6.229,1,0.0279,0.13,0.734,0.344,0.586,119.945,4
spotify:track:6WTFHKrnZpwEBLRS10Ylqs,"misses","14 minutes","Dominic Fike",2024-05-03,74378,73,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:24:35Z,"","Columbia",0.457,0.551,5,-9.36,0,0.167,0.427,0.00000115,0.113,0.428,89.87,4
spotify:track:7eqoqGkKwgOaWNNHx90uEZ,"Nights","Blonde","Frank Ocean",2016-08-20,307151,79,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:24:43Z,"","Boys Don't Cry",0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,4
spotify:track:6K4t31amVTZDgR3sKmwUJJ,"The Less I Know The Better","Currents","Tame Impala",2015-07-17,216320,87,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:25:01Z,"musique néo-psychédélique,indie","Universal Music Australia Pty. Ltd.",0.712,0.632,6,-9.017,0,0.0237,0.233,0.224,0.246,0.619,109.999,4
spotify:track:2QSAj76Ba6aMFX9RlXdUdO,"J'ai demandé à la lune","Paradize","Indochine",2002-02-28,209413,65,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:25:08Z,"variété française,chanson,pop française","Indochine Records",0.717,0.587,4,-7.296,0,0.0339,0.0192,0,0.0523,0.544,129.954,4
spotify:track:2hdy9Wt9qp7M7d0U3ossu2,"If U Seek Amy","Circus (Deluxe Version)","Britney Spears",2008-12-02,216520,71,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:25:17Z,"pop","Jive",0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,4
spotify:track:7jk7gqyEonmVVYahZN5zhW,"Circus","Circus (Deluxe Version)","Britney Spears",2008-12-02,192360,78,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:25:22Z,"pop","Jive",0.735,0.766,1,-4.485,1,0.0383,0.025,0.00141,0.108,0.6,127.975,4
spotify:track:0U10zFw4GlBacOy9VDGfGL,"We Found Love","Talk That Talk","Rihanna;Calvin Harris",2011-11-19,215226,79,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:25:31Z,"edm","Def Jam Recordings",0.652,0.81,3,-3.789,0,0.0406,0.00129,0.0000291,0.667,0.732,126.022,4
spotify:track:6tVhxgkhyJfB69dY5ZOCKX,"Last Friday Night (T.G.I.F.)","Teenage Dream","Katy Perry",2010-01-01,230733,51,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:25:36Z,"pop","Capitol Records",0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4
spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,"Falling Down - Bonus Track","Come Over When You're Sober, Pt. 2","Lil Peep;XXXTENTACION",2018-11-09,196400,83,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:26:13Z,"rap emo,cloud rap","Columbia",0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4
spotify:track:10nyNJ6zNy2YVYLrcwLccB,"No Surprises","OK Computer","Radiohead",1997-05-28,229120,86,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:26:32Z,"art rock,rock alternatif","XL Recordings",0.751,0.31,0,-7.554,1,0.0567,0.441,0.000831,0.17,0.61,177.903,5
spotify:track:1Xhh0KjyQCZGKhwafMjwpH,"Détestable","Détestable","Dalí",2024-07-10,167120,54,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:26:37Z,"rap français","Zabeth",0.428,0.657,0,-7.544,0,0.249,0.0551,0,0.118,0.203,146.585,4
spotify:track:0WI96KyCNuQq1vdITlkv88,"Honeymoon","Honeymoon","B.B. Jacques",2024-07-03,205694,32,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:27:11Z,"rap français","WARNER MUSIC FRANCE / NBOW",0.736,0.653,1,-7.119,1,0.312,0.781,0.0000865,0.0517,0.368,100.107,4
spotify:track:0VEQ0TDWEpOOyvkMkih2K6,"Cookies Kush","Cookies Kush","Gips;Osirus Jack",2023-11-29,172578,30,true,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:27:27Z,"rap français,pop urbaine,drill","AllPoints",0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,4
spotify:track:2ahnofp2LbBWDXcJbMaSTu,"What Is Love - 7"" Mix","What Is Love (Remixes)","Haddaway",1993-03-22,270373,7,false,g4olm5cjfcdi3sp15n61v34j0,2025-01-26T21:27:59Z,"eurodance","Coconut Music",0.835,0.675,2,-7.282,0,0.407,0.559,0,0.154,0.269,140.056,4
spotify:track:6tLInmSIn9jr9OVNgmxz00,"NUIT COMPLÈTE","NUIT COMPLÈTE","Piero2L",2025-01-10,181714,19,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T12:05:58Z,"rap français","3286358 Disques NSP",0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,4
spotify:track:70LcF31zb1H0PyJoS1Sx1r,"Creep","Pablo Honey","Radiohead",1993-02-22,238640,91,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T19:45:58Z,"art rock,rock alternatif","XL Recordings",0.215,0.432,11,-10.664,0,0.0311,0.652,0.465,0.14,0.289,80.602,5
spotify:track:62JcvXA2TcKxkJPjxkbIRl,"ENCORE","Chaque Jour","Tarik Azzouz;Sonny Rave",2025-01-30,65600,17,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T21:10:12Z,"rap français,r&b français","Universal Music Division Virgin Music Distribution Deal",0.731,0.431,1,-9.057,1,0.267,0.11,0.00000173,0.128,0.451,88.332,4
spotify:track:6zx2aHcSn2PsxFP8v2Ew2c,"BIG BODY","Chaque Jour","Tarik Azzouz;La Fève;Hamza",2025-01-30,179388,32,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T21:10:12Z,"rap français,new wave,pop urbaine,r&b français","Universal Music Division Virgin Music Distribution Deal",0.576,0.569,4,-8.17,0,0.0671,0.566,0.00553,0.116,0.163,168.069,4
spotify:track:321YtCadsehglzAunLYiXD,"STABILITÉ","Chaque Jour","Tarik Azzouz;Tiakola",2025-01-30,139464,38,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T21:10:12Z,"rap français,pop urbaine,r&b français","Universal Music Division Virgin Music Distribution Deal",0.357,0.737,8,-8.345,0,0.35,0.435,0,0.0633,0.321,168.699,4
spotify:track:4mntLyU3Cn9ylaYPDCbYC0,"CHAQUE JOUR","Chaque Jour","Tarik Azzouz;Zequin",2025-01-30,211428,29,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T21:10:12Z,"rap français","Universal Music Division Virgin Music Distribution Deal",0.616,0.616,1,-7.773,1,0.0669,0.0505,0.0805,0.168,0.137,75.024,4
spotify:track:5WrJR23grbIX0TBb84hIut,"NADIR HIFI","Chaque Jour","Tarik Azzouz;Jolagreen23",2025-01-30,166400,34,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T21:10:12Z,"rap français","Universal Music Division Virgin Music Distribution Deal",0.733,0.671,5,-8.687,1,0.1,0.222,0.0000177,0.111,0.285,84.007,4
spotify:track:2Rj4V5eh47bBBQifTrYTw6,"CONTRAT AFGHAN","Chaque Jour","Tarik Azzouz;Kalash Criminel",2025-01-30,151428,24,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T21:10:12Z,"rap français","Universal Music Division Virgin Music Distribution Deal",0.593,0.388,9,-8.638,1,0.328,0.311,0.00000614,0.11,0.113,140.119,3
spotify:track:311KeCOXrtKyY2NxhPBiRL,"BAGUE / ALLUME","Chaque Jour","Tarik Azzouz;Zed",2025-01-30,144107,31,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T21:10:12Z,"rap français","Universal Music Division Virgin Music Distribution Deal",0.639,0.639,4,-7.992,1,0.129,0.136,0.000198,0.182,0.189,112.042,5
spotify:track:6A34hq2avHnunDNay3dHft,"TROPHÉE","Chaque Jour","Tarik Azzouz;La Fève",2025-01-30,138571,24,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T21:10:12Z,"rap français,new wave","Universal Music Division Virgin Music Distribution Deal",0.438,0.683,8,-7.903,0,0.489,0.621,0.00000602,0.669,0.569,107.475,5
spotify:track:2GDHkCddNpV5MlqtpsDC5w,"MONTECRISTO","Chaque Jour","Tarik Azzouz;Dosseh;Dinos",2025-01-30,194444,27,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T21:10:12Z,"rap français,pop urbaine","Universal Music Division Virgin Music Distribution Deal",0.369,0.45,3,-10.726,1,0.0553,0.701,0.00675,0.126,0.232,69.043,4
spotify:track:49EgtaJmieflk9CSFqQbv2,"93 COMME LE GÉNÉRAL","Chaque Jour","Tarik Azzouz;Prince Waly;Sonny Rave",2025-01-30,212054,21,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T21:10:12Z,"rap français,r&b français","Universal Music Division Virgin Music Distribution Deal",0.711,0.653,11,-6.06,0,0.0901,0.263,0.0000346,0.136,0.39,135.938,4
spotify:track:3DgJPZUvRGnlWeolTQTOR1,"YENS EUROS DOLLARS","Chaque Jour","Tarik Azzouz;Malo",2025-01-30,202941,29,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T21:10:12Z,"rap français","Universal Music Division Virgin Music Distribution Deal",0.503,0.628,11,-8.944,1,0.148,0.151,0,0.251,0.382,151.87,4
spotify:track:33DeMqptBmDIBwFpd5Mih4,"T’EN DIS QUOI?","Chaque Jour","Tarik Azzouz;La Fève",2025-01-30,167810,26,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T21:10:12Z,"rap français,new wave","Universal Music Division Virgin Music Distribution Deal",0.243,0.426,1,-9.291,0,0.033,0.325,0.0000626,0.591,0.0398,140.776,4
spotify:track:4m2Hu78RA8mjZzx87Srv1k,"EVERYDAY","Chaque Jour","Tarik Azzouz;Monsieur Nov",2025-01-30,103783,23,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-02T21:10:12Z,"rap français,r&b français,pop urbaine","Universal Music Division Virgin Music Distribution Deal",0.575,0.648,10,-4.891,1,0.0358,0.583,0,0.115,0.466,75.977,4
spotify:track:4SqWKzw0CbA05TGszDgMlc,"I Love You So","I Love You So","The Walters",2014-11-28,160239,87,false,g4olm5cjfcdi3sp15n61v34j0,2025-02-03T20:36:43Z,"","Warner Records",0.777,0.698,1,-6.442,1,0.276,0.454,0.000215,0.0479,0.858,94.13,4
spotify:track:2x1n4oRYr2Ug6XfeOeO6Fl,"Casquette à l'envers","L'école des points vitaux","Sexion d'Assaut",2010-03-29,283866,49,false,g4olm5cjfcdi3sp15n61v34j0,2025-02-06T20:12:32Z,"rap français,r&b français","Jive Epic",0.899,0.702,1,-3.935,1,0.147,0.435,0,0.112,0.494,96.064,4
spotify:track:0qYLUdJQMhrCFA9dNZGcnm,"UN AUTRE JOUR","FRANCS-TIREURS PARTISANS","FEMTOGO;neophron",2025-02-11,175000,60,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-17T06:55:04Z,"rap français,new wave,hyperpop","ANY MERCY FORBIDDEN",0.821,0.57,2,-6.804,1,0.118,0.26,0,0.188,0.553,139.002,4
spotify:track:3oElQE0RK85q86eyT8KKXi,"Comme tu es","Jok'travolta","Jok'air;Alonzo",2019-03-29,209769,60,true,g4olm5cjfcdi3sp15n61v34j0,2025-02-17T16:52:46Z,"rap français,r&b français,pop urbaine","Play Two",0.584,0.675,7,-7.129,1,0.1,0.746,0.000345,0.357,0.322,110.46,4
